experiment_run_id,manifest_id,source_git_commit,episode_id,seed,condition_id_oracle,initial_success,decision_required,initial_steps,initial_final_object_goal_distance,probe_steps,paired_candidate_eligible,ineligibility_reason,operational_index,evaluator_collection_steps,candidate_id,paired_verification_seed,verification_status,verification_success,verification_steps,final_object_goal_distance,observed_progress,outcome_timestamp_ns
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,91,2290,fault_05,False,True,500,0.2308654559007181,64,True,,28,1564,INDEPENDENT_STOCHASTIC_RETRY,1579063098,REJECTED,False,500,0.27929315678414673,-0.048427700883428626,163806981465400
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,95,2294,fault_05,False,True,500,0.08115986256171881,64,True,,29,1064,BOUNDED_PLANAR_COMPENSATION,629263837,REJECTED,False,500,0.31782521511072714,-0.23666535254900833,163815048639600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,95,2294,fault_05,False,True,500,0.08115986256171881,64,True,,29,1564,INDEPENDENT_STOCHASTIC_RETRY,629263837,REJECTED,False,500,0.16557629746154703,-0.08441643489982822,163816547379600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,96,2295,fault_05,False,True,500,0.23677795808842728,64,True,,30,1064,BOUNDED_PLANAR_COMPENSATION,3846416078,INCONCLUSIVE,False,500,0.1907557289853834,0.04602222910304388,163821112196200
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,96,2295,fault_05,False,True,500,0.23677795808842728,64,True,,30,1179,INDEPENDENT_STOCHASTIC_RETRY,3846416078,ACCEPTED,True,115,0.04999979696717751,0.18677816112124976,163822178909200
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,97,2296,fault_05,False,True,500,0.35332757884225885,64,True,,31,1064,BOUNDED_PLANAR_COMPENSATION,356167560,INCONCLUSIVE,False,500,0.18339817061257382,0.16992940822968503,163826600322600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,97,2296,fault_05,False,True,500,0.35332757884225885,64,True,,31,1564,INDEPENDENT_STOCHASTIC_RETRY,356167560,INCONCLUSIVE,False,500,0.21862356925241885,0.13470400958984,163828094581600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,102,2301,fault_05,False,True,500,0.11696946669606613,64,True,,32,1064,BOUNDED_PLANAR_COMPENSATION,8305143,REJECTED,False,500,0.3535333039317984,-0.23656383723573227,163837362257600
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,102,2301,fault_05,False,True,500,0.11696946669606613,64,True,,32,1171,INDEPENDENT_STOCHASTIC_RETRY,8305143,ACCEPTED,True,107,0.049710671499797875,0.06725879519626826,163838478201200
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,104,2303,fault_05,False,True,500,0.16323365987395203,64,True,,33,1064,BOUNDED_PLANAR_COMPENSATION,2143852033,REJECTED,False,500,0.18051806249159197,-0.017284402617639943,163844173876800
acr_distributional_v2_20260802T131001Z_6178437d677a,5521614e7dbaf2acc2e7fbe0c7c96051754d6a581459a0d4b1bb1e131b2bb7c4,6178437d677aff08c16bd506b82f9aac01890095,104,2303,fault_05,False,True,500,0.16323365987395203,64,True,,33,1564,INDEPENDENT_STOCHASTIC_RETRY,2143852033,REJECTED,False,500,0.1868309216454408,-0.02359726177148877,163845692482200
